,name,categories,type,unit,database,"REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM_replicated_2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM_replicated_2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM_replicated_2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM_replicated_2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  |
REM_replicated_2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  |
REM_replicated_2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM_unlinked_2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM_unlinked_2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM_unlinked_2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM_unlinked_2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  |
REM_unlinked_2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  |
REM_unlinked_2_2"
850,Iodine-131,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.002917294589228296,0.0030438011878331137,0.003216523692640305,0.00012329413067665784,0.0014351819551678255,0.003336804707610323,0.002917294589228296,0.0030438011878331137,0.003216523692640305,0.00042591300304481374,0.0014351819551678255,0.003336804707610323,0.002917294589228296,0.0030438011878331137,0.003216523692640305,0.00042591300304481374,0.0014351819551678255,0.003336804707610323
851,Iodine-133,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,1.6956554481003114e-07,1.7684238143550003e-07,1.8676397629701013e-07,6.448773360762917e-08,2.0060778335714292e-07,2.0494324489318967e-07,1.6956554481003114e-07,1.7684238143550003e-07,1.8676397629701013e-07,8.636512207422683e-08,2.0060778335714292e-07,2.049432448931906e-07,1.6956554481003114e-07,1.7684238143550003e-07,1.867639762970101e-07,8.636512207422683e-08,2.0060778335714377e-07,2.0494324489319147e-07
852,Iodine-135,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,1.6887049340508574e-07,1.761971107437337e-07,1.8618399286280877e-07,1.2494853214213833e-07,3.347310867441759e-07,1.9849996619863038e-07,1.6887049340508574e-07,1.761971107437337e-07,1.8618399286280877e-07,1.4190654531922982e-07,3.347310867441759e-07,1.9849996619863052e-07,1.6887049340508572e-07,1.761971107437337e-07,1.8618399286280877e-07,1.4190654531922982e-07,3.34731086744176e-07,1.9849996619863068e-07
853,Iron,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.4495142743788545e-07,3.642676154830123e-07,3.911269190703834e-07,1.854237121199723e-08,1.6317683093947624e-07,4.519747946141975e-07,3.4495142743788545e-07,3.642676154830123e-07,3.911269190703834e-07,3.648220478408773e-08,1.6317683093947624e-07,4.5197479461419764e-07,3.4495142743788545e-07,3.642676154830119e-07,3.911269190703834e-07,3.648220478408773e-08,1.6317683093947627e-07,4.519747946141975e-07
854,Iron,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,3.0335613348282533e-05,3.16536827137735e-05,3.345384375750436e-05,2.333341568197988e-05,6.209958430487443e-05,4.113322773386802e-05,3.0335613348282533e-05,3.16536827137735e-05,3.345384375750436e-05,2.6608167573044593e-05,6.209958430487443e-05,4.113322773386802e-05,3.0335613348282533e-05,3.16536827137735e-05,3.345384375750436e-05,2.6608167573044593e-05,6.209958430487441e-05,4.113322773386802e-05
855,Iron,"('air',)",emission,kilogram,biosphere3,7.741958172654524e-07,8.199423424410743e-07,8.838545178614751e-07,3.962459063823813e-08,2.844172854813151e-07,9.437154975959428e-07,7.741958172654524e-07,8.199423424410743e-07,8.838545178614751e-07,8.17488970761385e-08,2.844172854813151e-07,9.437154975959431e-07,7.741958172654524e-07,8.19942342441074e-07,8.838545178614751e-07,8.17488970761385e-08,2.844172854813151e-07,9.437154975959403e-07
856,Isoprene,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.8549654223018514e-07,1.933862886137031e-07,2.0403933027040518e-07,1.8869186699401274e-11,2.244905770454074e-10,1.7367201347704738e-07,1.8549654223018514e-07,1.933862886137031e-07,2.0403933027040518e-07,4.480714228668712e-11,2.244905770454074e-10,1.7367201347704738e-07,1.8549654223018572e-07,1.9338628861370332e-07,2.0403933027040523e-07,4.4807142286687096e-11,2.2449057704541137e-10,1.7367201347704688e-07
857,Isoprene,"('air',)",emission,kilogram,biosphere3,3.774456437944215e-17,3.9551847744441355e-17,4.200372135743117e-17,8.645125952957139e-19,1.5349680172698787e-17,4.017097245565995e-17,3.774456437944215e-17,3.9551847744441355e-17,4.200372135743117e-17,2.845127117550582e-18,1.5349680172698787e-17,4.017097245565995e-17,3.7744564379440106e-17,3.955184774444165e-17,4.2003721357431177e-17,2.845127117550582e-18,1.534968017269878e-17,4.0170972455659354e-17
858,Krypton-85,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.023137977385715436,0.02414121356608227,0.025510945385410527,0.000983430309718495,0.011385523039459548,0.02646086683242353,0.023137977385715436,0.02414121356608227,0.025510945385410527,0.0033922063241335417,0.011385523039459548,0.02646086683242353,0.023137977385715436,0.02414121356608227,0.025510945385410523,0.0033922063241335417,0.011385523039459552,0.02646086683242353
859,Krypton-85m,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.001473730490907587,0.0015367006015389014,0.001622601628745022,9.840649515242124e-05,0.0007389900644573565,0.0017879142749139894,0.001473730490907587,0.0015367006015389014,0.001622601628745022,0.00030595784567418225,0.0007389900644573565,0.0017879142749139996,0.0014737304909075873,0.0015367006015389014,0.0016226016287450215,0.00030595784567418225,0.0007389900644573664,0.0017879142749140093
860,Krypton-87,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.0005258600244223774,0.0005484559023295211,0.000579290286404482,3.023492558853521e-05,0.0002618045220256917,0.0006239819791410048,0.0005258600244223774,0.0005484559023295211,0.000579290286404482,9.691093183071732e-05,0.0002618045220256917,0.0006239819791410072,0.0005258600244223774,0.0005484559023295211,0.000579290286404482,9.691093183071732e-05,0.0002618045220256939,0.0006239819791410092
861,Krypton-88,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.0005438369804300154,0.0005671450379529979,0.0005989464909730791,3.3589032068021056e-05,0.0002716504709225623,0.0006519655135763038,0.0005438369804300154,0.0005671450379529979,0.0005989464909730791,0.00010605602742767041,0.0002716504709225623,0.0006519655135763067,0.0005438369804300154,0.0005671450379529979,0.0005989464909730791,0.00010605602742767041,0.0002716504709225653,0.0006519655135763095
862,Krypton-89,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.0001564087009124093,0.0001630739002435643,0.00017216484447947386,1.1132704741703157e-05,7.869577153064977e-05,0.0001917277184108618,0.0001564087009124093,0.0001630739002435643,0.00017216484447947386,3.420259341838133e-05,7.869577153064977e-05,0.00019172771841086307,0.0001564087009124093,0.0001630739002435643,0.00017216484447947383,3.420259341838133e-05,7.869577153065103e-05,0.00019172771841086426
863,Lanthanum-140,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,6.555033063242014e-09,6.83371608644395e-09,7.213771376907375e-09,4.91709897962155e-10,3.3078192321214593e-09,8.107315886128812e-09,6.555033063242014e-09,6.83371608644395e-09,7.213771376907375e-09,1.4966084380963083e-09,3.3078192321214593e-09,8.107315886128873e-09,6.555033063242015e-09,6.83371608644395e-09,7.213771376907374e-09,1.4966084380963083e-09,3.307819232121519e-09,8.107315886128931e-09
864,Lead,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.3434373387335743e-06,3.5058520976746875e-06,3.7269799408704e-06,9.466215236593134e-07,5.408004243862702e-06,7.281420609045188e-06,3.3434373387335743e-06,3.5058520976746875e-06,3.7269799408704e-06,3.932712315570427e-06,5.408004243862702e-06,7.281420609045188e-06,3.3434373387335743e-06,3.5058520976746867e-06,3.7269799408704006e-06,3.932712315570427e-06,5.408004243862702e-06,7.281420609045176e-06
865,Lead,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,2.500020399328583e-07,2.6086452115617864e-07,2.757000192337241e-07,1.9229548610933282e-07,5.117754690424411e-07,3.3898740491775406e-07,2.500020399328583e-07,2.6086452115617864e-07,2.757000192337241e-07,2.1928339130513764e-07,5.117754690424411e-07,3.3898740491775406e-07,2.500020399328583e-07,2.6086452115617864e-07,2.757000192337241e-07,2.1928339130513764e-07,5.11775469042441e-07,3.3898740491775406e-07
866,Lead,"('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,1.3703959379710284e-14,1.4280887779340933e-14,1.5054644420738392e-14,4.4888968028630664e-17,4.647252986552225e-15,1.3404005830516197e-14,1.3703959379710284e-14,1.4280887779340933e-14,1.5054644420738392e-14,1.830696960608857e-16,4.647252986552225e-15,1.3404005830516197e-14,1.3703959379710284e-14,1.4280887779340933e-14,1.5054644420738392e-14,1.830696960608857e-16,4.6472529865522244e-15,1.3404005830516188e-14
867,Lead,"('air',)",emission,kilogram,biosphere3,4.5952386025626034e-07,4.859007987809719e-07,5.227003231261071e-07,2.6603649541948817e-08,2.337272081570775e-07,6.460178194751906e-07,4.5952386025626034e-07,4.859007987809719e-07,5.227003231261071e-07,2.974744371300571e-06,3.1411921424495904e-06,4.179476160128981e-06,4.5952386025626034e-07,4.859007987809719e-07,5.227003231261071e-07,6.727943700805831e-08,2.3372720815707752e-07,6.460178194751906e-07
868,Lead-210,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.00031379149950030527,0.00032757547429501004,0.00034641268819649024,0.00041000441084124937,0.00100755278479336,0.00039118401066579316,0.00031379149950030527,0.00032757547429501004,0.00034641268819649024,0.00044376455125265683,0.00100755278479336,0.00039118401066579316,0.00031379149950030527,0.00032757547429501004,0.00034641268819649024,0.00044376455125265683,0.00100755278479336,0.00039118401066579316
869,Lead-210,"('air',)",emission,kilo Becquerel,biosphere3,5.232067926371594e-06,5.429795715724589e-06,5.69672786896817e-06,3.2203975465208246e-13,8.627289609278517e-13,3.531035707267316e-05,5.232067926371594e-06,5.429795715724589e-06,5.69672786896817e-06,3.6574698796869577e-13,8.627289609278517e-13,3.531035707267316e-05,5.232067926371594e-06,5.429795715724588e-06,5.69672786896817e-06,3.6574698796869577e-13,8.627289609278517e-13,3.531035707267316e-05
870,Magnesium,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.591428375110885e-07,2.7480044186343194e-07,2.9650787532713463e-07,8.376883265481455e-06,8.372364355276185e-05,8.393549049223643e-05,2.591428375110885e-07,2.7480044186343194e-07,2.9650787532713463e-07,8.362899576976206e-05,8.372364355276185e-05,8.393549049223643e-05,2.591428375110885e-07,2.7480044186343194e-07,2.9650787532713463e-07,8.362899576976206e-05,8.372364355276186e-05,8.393549049223643e-05
871,Magnesium,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,2.7820349500976343e-06,2.9029131732956717e-06,3.068003322672151e-06,2.139873593451066e-06,5.695062496679752e-06,3.772268448643823e-06,2.7820349500976343e-06,2.9029131732956717e-06,3.068003322672151e-06,2.4401963211776982e-06,5.695062496679752e-06,3.772268448643823e-06,2.7820349500976343e-06,2.9029131732956717e-06,3.068003322672151e-06,2.4401963211776982e-06,5.695062496679751e-06,3.772268448643823e-06
872,Magnesium,"('air',)",emission,kilogram,biosphere3,6.8299685760031554e-12,7.157000793643225e-12,7.600673147728608e-12,1.5643561093866833e-13,2.77756109850131e-12,7.269032889680033e-12,6.8299685760031554e-12,7.157000793643225e-12,7.600673147728608e-12,5.14832519286393e-13,2.77756109850131e-12,7.2690328896800335e-12,6.8299685760027855e-12,7.157000793643279e-12,7.60067314772861e-12,5.14832519286393e-13,2.7775610985013086e-12,7.269032889679925e-12
873,Manganese,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,5.670261402175801e-07,5.940541147964162e-07,6.308562952246516e-07,1.2980002399825582e-07,5.196692400968413e-07,7.196086827963931e-07,5.670261402175801e-07,5.940541147964162e-07,6.308562952246516e-07,2.0918776338228632e-07,5.196692400968413e-07,7.196086827963931e-07,5.670261402175801e-07,5.94054114796416e-07,6.308562952246516e-07,2.0918776338228632e-07,5.196692400968413e-07,7.196086827963926e-07
874,Manganese,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,6.27291700118277e-07,6.545472549765797e-07,6.917716904797327e-07,4.824975125323567e-07,1.2841195382204188e-06,8.505690019502229e-07,6.27291700118277e-07,6.545472549765797e-07,6.917716904797327e-07,5.502141159094399e-07,1.2841195382204188e-06,8.505690019502229e-07,6.27291700118277e-07,6.545472549765797e-07,6.917716904797327e-07,5.502141159094399e-07,1.2841195382204186e-06,8.505690019502229e-07
875,Manganese,"('air',)",emission,kilogram,biosphere3,1.0741392637558785e-07,1.1371406347196923e-07,1.2251401795071843e-07,5.9978531126757145e-09,5.46055684470645e-08,1.645080420681154e-07,1.0741392637558785e-07,1.1371406347196923e-07,1.2251401795071843e-07,1.8532936853856662e-07,2.2833335695441428e-07,3.75640391787754e-07,1.0741392637558785e-07,1.137140634719692e-07,1.2251401795071843e-07,1.1601580031216817e-08,5.460556844706451e-08,1.6450804206811535e-07
876,Manganese-54,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,6.101540526853026e-10,6.360943605982916e-10,6.71470578156751e-10,4.5769225653302924e-11,3.078976555274524e-10,7.546432791220476e-10,6.101540526853026e-10,6.360943605982916e-10,6.71470578156751e-10,1.3930695644187669e-10,3.078976555274524e-10,7.546432791220533e-10,6.101540526853027e-10,6.360943605982916e-10,6.714705781567509e-10,1.3930695644187669e-10,3.078976555274579e-10,7.546432791220586e-10
877,Mercury,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.1727767581144074e-07,1.286015632269133e-07,1.4474799470488872e-07,7.286754317930242e-08,1.89437313747258e-07,1.3587896137455417e-07,1.1727767581144074e-07,1.286015632269133e-07,1.4474799470488872e-07,8.001066502520803e-08,1.89437313747258e-07,1.3587896137455417e-07,1.1727767581144074e-07,1.286015632269133e-07,1.447479947048887e-07,8.001066502520803e-08,1.89437313747258e-07,1.3587896137455383e-07
878,Mercury,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,1.92074736318017e-09,2.0042030110508963e-09,2.1181830565232083e-09,1.4773921327537306e-09,3.931933443326738e-09,2.6044154091898043e-09,1.92074736318017e-09,2.0042030110508963e-09,2.1181830565232083e-09,1.6847382368097264e-09,3.931933443326738e-09,2.6044154091898043e-09,1.92074736318017e-09,2.0042030110508963e-09,2.1181830565232083e-09,1.6847382368097264e-09,3.931933443326737e-09,2.6044154091898043e-09
879,Mercury,"('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,4.796264634682987e-17,4.9981844741382085e-17,5.268992458097211e-17,1.5710741338461842e-19,1.6264974598401676e-17,4.691283542311391e-17,4.796264634682987e-17,4.9981844741382085e-17,5.268992458097211e-17,6.407277350728008e-19,1.6264974598401676e-17,4.691283542311391e-17,4.796264634682987e-17,4.9981844741382085e-17,5.268992458097211e-17,6.407277350728008e-19,1.6264974598401673e-17,4.691283542311388e-17
880,Mercury,"('air',)",emission,kilogram,biosphere3,1.2552898340049192e-07,1.326640333332244e-07,1.4261129237242303e-07,6.827874484469101e-09,5.192100025055825e-08,1.5974191099652113e-07,1.2552898340049192e-07,1.326640333332244e-07,1.4261129237242303e-07,8.741962158975049e-08,1.200618986466933e-07,2.425539246299906e-07,1.2552898340049192e-07,1.3266403333322437e-07,1.4261129237242303e-07,1.9278723193615434e-08,5.192100025055827e-08,1.5974191099652113e-07
881,"Methane, non-fossil","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.00012363787546350018,0.00012864174241228524,0.0001354315190288067,9.96576836208487e-06,6.72686790700827e-05,0.000620456574674464,0.00012363787546350018,0.00012864174241228524,0.0001354315190288067,1.4195114078366434e-05,6.72686790700827e-05,0.0006204565746744641,0.00012363787546350015,0.00012864174241228524,0.00013543151902880668,1.4195114078366434e-05,6.72686790700827e-05,0.0006204565746744641
882,"Methane, non-fossil","('air',)",emission,kilogram,biosphere3,7.38734857046415e-05,7.70741251620748e-05,8.144383264287824e-05,3.822693572018195e-06,3.761057889609656e-05,8.460845611254942e-05,7.38734857046415e-05,7.70741251620748e-05,8.144383264287824e-05,1.1620750763107919e-05,3.761057889609656e-05,8.460845611254946e-05,7.38734857046415e-05,7.707412516207481e-05,8.144383264287824e-05,1.1620750763107919e-05,3.761057889609656e-05,8.460845611254946e-05
883,"Methane, bromo-, Halon 1001","('air',)",emission,kilogram,biosphere3,5.3201862317979225e-17,5.574927125845295e-17,5.920524550334043e-17,1.2185511090863908e-18,2.1635739802133315e-17,5.662194233302349e-17,5.3201862317979225e-17,5.574927125845295e-17,5.920524550334043e-17,4.0102744789811504e-18,2.1635739802133315e-17,5.66219423330235e-17,5.320186231797634e-17,5.574927125845337e-17,5.920524550334044e-17,4.0102744789811504e-18,2.1635739802133306e-17,5.662194233302265e-17
884,"Methane, bromochlorodifluoro-, Halon 1211","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.4254590170215386e-08,3.613115774568707e-08,3.8641328723947255e-08,6.325646721125053e-09,2.2047059800814397e-08,3.9542940511654764e-08,3.4254590170215386e-08,3.613115774568707e-08,3.8641328723947255e-08,9.849523230876494e-09,2.2047059800814397e-08,3.9542940511654764e-08,3.425459017021537e-08,3.613115774568707e-08,3.8641328723947255e-08,9.849523230876494e-09,2.2047059800814394e-08,3.954294051165476e-08
885,"Methane, bromotrifluoro-, Halon 1301","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.1137853697618042e-07,1.2363988577311243e-07,1.4134822638514496e-07,2.8349527415473255e-09,3.308800115128313e-08,1.2188529982895248e-07,1.1137853697618042e-07,1.2363988577311243e-07,1.4134822638514496e-07,5.987379220429482e-09,3.308800115128313e-08,1.2188529982895248e-07,1.1137853697618046e-07,1.2363988577311243e-07,1.4134822638514496e-07,5.987379220429482e-09,3.308800115128311e-08,1.2188529982895243e-07
886,"Methane, chlorodifluoro-, HCFC-22","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.316056901056745e-07,1.3860143526638405e-07,1.4796796573579462e-07,3.6476160052857873e-08,1.1522424973170603e-07,1.545622789663822e-07,1.316056901056745e-07,1.3860143526638405e-07,1.4796796573579462e-07,5.0086597248709756e-08,1.1522424973170601e-07,1.545622789663822e-07,1.3160569010567446e-07,1.3860143526638405e-07,1.4796796573579462e-07,5.0086597248709756e-08,1.1522424973170601e-07,1.545622789663822e-07
887,"Methane, chlorotrifluoro-, CFC-13","('air',)",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,"Methane, dichloro-, HCC-30","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,9.343932883871031e-11,9.753090084599945e-11,1.0310748849911851e-10,6.490165887758228e-11,1.7594388821698753e-10,1.0931020744154697e-10,9.343932883871031e-11,9.753090084599945e-11,1.0310748849911851e-10,7.406636800001625e-11,1.7594388821698753e-10,1.0931020744154705e-10,9.343932883871032e-11,9.753090084599994e-11,1.0310748849911851e-10,7.406636800001625e-11,1.7594388821698763e-10,1.0931020744154762e-10
889,"Methane, dichlorodifluoro-, CFC-12","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.243411012942249e-10,1.3163704530215697e-10,1.414957294606121e-10,3.4901736627929637e-12,3.8102176728030064e-11,1.3797832300851752e-10,1.243411012942249e-10,1.3163704530215697e-10,1.414957294606121e-10,1.569199229432666e-11,3.8102176728030064e-11,1.3797832300851752e-10,1.2434110129422485e-10,1.3163704530215697e-10,1.414957294606121e-10,1.569199229432666e-11,3.810217672803005e-11,1.3797832300851747e-10
890,"Methane, dichlorodifluoro-, CFC-12","('air',)",emission,kilogram,biosphere3,3.5372050297122805e-17,3.706573305921617e-17,3.936348899128082e-17,8.101718325823277e-19,1.4384843684008472e-17,3.764594137328559e-17,3.5372050297122805e-17,3.706573305921617e-17,3.936348899128082e-17,2.666290644489907e-18,1.4384843684008472e-17,3.7645941373285595e-17,3.537205029712089e-17,3.706573305921645e-17,3.9363488991280825e-17,2.666290644489907e-18,1.4384843684008465e-17,3.764594137328503e-17
891,"Methane, fossil","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.017109129130534858,0.01816672228788043,0.01964285905527472,0.006103443479286776,0.016878617792532326,0.087169016193602,0.017109129130534858,0.01816672228788043,0.01964285905527472,0.007025411488350935,0.016878617792532326,0.087169016193602,0.01710912913053486,0.01816672228788043,0.01964285905527472,0.007025411488350935,0.016878617792532326,0.08716901619360198
892,"Methane, fossil","('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,3.425949424202131e-11,3.570179822391022e-11,3.763616700446362e-11,1.1222110074688354e-13,1.1617995419757219e-11,3.350961923185472e-11,3.425949424202131e-11,3.570179822391022e-11,3.763616700446362e-11,4.576688641782888e-13,1.1617995419757219e-11,3.350961923185472e-11,3.425949424202131e-11,3.570179822391022e-11,3.763616700446362e-11,4.576688641782888e-13,1.1617995419757218e-11,3.3509619231854695e-11
893,"Methane, fossil","('air',)",emission,kilogram,biosphere3,3.34631016464971e-05,5.7230410626810474e-05,8.7070358708536e-05,1.4264883139240063e-06,2.014837495740156e-05,6.453409215739222e-05,3.34631016464971e-05,5.7230410626810474e-05,8.7070358708536e-05,8.325175850325413e-06,2.014837495740156e-05,6.453409215739222e-05,3.3463101646497034e-05,5.723041062681049e-05,8.7070358708536e-05,8.325175850325413e-06,2.014837495740155e-05,6.453409215739217e-05
894,"Methane, monochloro-, R-40","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.7061447280655054e-10,1.7808543187101773e-10,1.8826793825259438e-10,1.1850644107528584e-10,3.212627284860166e-10,1.9959372178783062e-10,1.7061447280655054e-10,1.7808543187101773e-10,1.8826793825259438e-10,1.3524063667027086e-10,3.212627284860166e-10,1.9959372178783075e-10,1.7061447280655056e-10,1.7808543187101863e-10,1.8826793825259436e-10,1.3524063667027086e-10,3.2126272848601675e-10,1.9959372178783174e-10
895,"Methane, tetrachloro-, R-10","('air',)",emission,kilogram,biosphere3,1.5816769492209342e-14,1.657410726695161e-14,1.7601559044584635e-14,3.6227194089207094e-16,6.4322468040479176e-15,1.6833550007831916e-14,1.5816769492209342e-14,1.657410726695161e-14,1.7601559044584635e-14,1.1922437293110502e-15,6.4322468040479176e-15,1.683355000783192e-14,1.5816769492208487e-14,1.6574107266951737e-14,1.7601559044584638e-14,1.1922437293110502e-15,6.4322468040479144e-15,1.6833550007831667e-14
896,"Methane, tetrafluoro-, R-14","('air',)",emission,kilogram,biosphere3,1.2068652811478883e-06,1.3132054481185855e-06,1.4636953682607203e-06,1.0135526949886727e-07,1.2324918609872828e-05,7.199088776216752e-05,1.2068652811478883e-06,1.3132054481185855e-06,1.4636953682607203e-06,4.07437862458036e-07,1.2324918609872828e-05,7.199088776216752e-05,1.2068652811478886e-06,1.3132054481185857e-06,1.4636953682607205e-06,4.07437862458036e-07,1.2324918609872826e-05,7.199088776216751e-05
897,Methanol,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.6299391665742387e-05,3.2502143277105344e-05,4.034359812439451e-05,7.779021499154194e-08,1.2858913195171507e-06,2.9719886075107673e-05,2.6299391665742387e-05,3.2502143277105344e-05,4.034359812439451e-05,2.600810682174259e-07,1.2858913195171507e-06,2.9719886075107673e-05,2.6299391665742434e-05,3.250214327710547e-05,4.034359812439451e-05,2.600810682174259e-07,1.2858913195171706e-06,2.9719886075107846e-05
898,Methanol,"('air',)",emission,kilogram,biosphere3,3.4047574893937253e-06,1.4663672640865053e-05,2.869886792770964e-05,1.0007052625542096e-07,2.491636429415964e-06,1.425401049439324e-05,3.4047574893937253e-06,1.4663672640865053e-05,2.869886792770964e-05,4.6057553495272605e-07,2.491636429415964e-06,1.4254010494393241e-05,3.404757489393725e-06,1.4663672640865053e-05,2.869886792770964e-05,4.6057553495272605e-07,2.491636429415963e-06,1.4254010494393231e-05
899,Molybdenum,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.8096742655208324e-08,1.888887345519918e-08,1.9971145072415895e-08,8.907459361974121e-09,2.638953756602545e-08,2.112435649355492e-08,1.8096742655208324e-08,1.888887345519918e-08,1.9971145072415895e-08,1.0796941086095072e-08,2.638953756602545e-08,2.112435649355492e-08,1.8096742655208324e-08,1.888887345519918e-08,1.9971145072415895e-08,1.0796941086095072e-08,2.638953756602545e-08,2.1124356493554917e-08
900,Molybdenum,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,4.855222581423355e-08,5.066179916637527e-08,5.354296146875549e-08,3.734519071639102e-08,9.93905415483004e-08,6.583383496683403e-08,4.855222581423355e-08,5.066179916637527e-08,5.354296146875549e-08,4.2586439448848323e-08,9.93905415483004e-08,6.583383496683403e-08,4.855222581423355e-08,5.066179916637527e-08,5.354296146875549e-08,4.2586439448848323e-08,9.939054154830037e-08,6.583383496683403e-08
901,Molybdenum,"('air',)",emission,kilogram,biosphere3,9.507069954795951e-11,9.867708725527575e-11,1.0354731904394975e-10,1.5464398340309319e-12,4.266157450441439e-12,6.285821781728488e-10,9.507069954795951e-11,9.867708725527575e-11,1.0354731904394975e-10,1.7982258514184858e-12,4.266157450441439e-12,6.285821781728488e-10,9.507069954795951e-11,9.867708725527574e-11,1.0354731904394975e-10,1.7982258514184858e-12,4.266157450441439e-12,6.285821781728488e-10
902,Nickel,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.935522118385073e-06,3.129924361139538e-06,3.401599483799948e-06,4.2542769630507166e-06,3.939870234223727e-05,4.078742004982411e-05,2.935522118385073e-06,3.129924361139538e-06,3.401599483799948e-06,3.8005266609934e-05,3.939870234223727e-05,4.078742004982411e-05,2.935522118385073e-06,3.1299243611395377e-06,3.4015994837999486e-06,3.8005266609934e-05,3.939870234223728e-05,4.078742004982411e-05
903,Nickel,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,5.121992960951779e-08,5.344541354764388e-08,5.648488141972493e-08,3.9397123518385224e-08,1.0485155838201292e-07,6.945107744279418e-08,5.121992960951779e-08,5.344541354764388e-08,5.648488141972493e-08,4.4926352913087244e-08,1.0485155838201292e-07,6.945107744279418e-08,5.121992960951779e-08,5.344541354764388e-08,5.648488141972493e-08,4.4926352913087244e-08,1.0485155838201291e-07,6.945107744279418e-08
