,name,categories,type,unit,database,"Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_1","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_1","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_1","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_3","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_3","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_3","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_4","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_4","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_4","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_5","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_5","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_5","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_6","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_6","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_6","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM3_6","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM3_6","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM3_6","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM3_5","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM3_5","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM3_5"
1606,Selenium,"('water', 'ground-')",emission,kilogram,biosphere3,1.6030732086783912e-07,2.518060320145651e-07,3.899933544375089e-07,1.6042923989654227e-07,1.9582127057511652e-07,2.322472830008396e-07,1.7760008426413215e-07,2.7148540217625914e-07,3.4040764848481594e-07,1.7759279108740946e-07,2.6924667818588675e-07,3.349307370153499e-07,1.6542105039247963e-07,2.4612420715140973e-07,3.395905436123698e-07,1.8180220828334318e-07,2.7911713314512883e-07,3.325844631438686e-07,1.0086055796405889e-07,1.7403163251687393e-07,2.1815793476641554e-07,2.225539137929529e-07,2.3227992733447482e-07,2.455471577931512e-07,1.1910166862156658e-07,1.2417706857120257e-07,1.3102828725405065e-07,1.5837668856636487e-07,1.654153874720299e-07,1.7497105214102272e-07
1607,Selenium,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,4.094730275517037e-05,5.037732957130137e-05,6.107121962011304e-05,4.855611260415866e-05,5.7859430705834465e-05,6.658304497546545e-05,4.37275259398585e-05,5.384471255684369e-05,6.410714584572081e-05,4.391365701838991e-05,5.426244310486583e-05,6.491969175431914e-05,4.438026082349045e-05,5.566197355387198e-05,6.605490529080506e-05,4.423876299448999e-05,5.524139188351534e-05,6.680903173536553e-05,5.305040335748162e-06,8.647167251434636e-06,1.868321780541917e-05,1.562054114229592e-05,1.6312055912229666e-05,1.725133034260502e-05,5.967480857897074e-06,6.255630065734849e-06,6.643366848083317e-06,1.6985626962332952e-05,1.7790136887797905e-05,1.888084703281551e-05
1608,Selenium,"('water', 'ocean')",emission,kilogram,biosphere3,9.635105064280922e-10,6.840078268309553e-09,2.6227442253163575e-08,8.743897058957706e-10,6.81606323261327e-09,2.578212003419734e-08,6.630898399763773e-10,6.423516569289593e-09,2.5298943201125563e-08,6.327968341054071e-10,6.2407015627655966e-09,2.496850097252179e-08,5.798673510049985e-10,5.914723201816559e-09,2.3913804584722234e-08,6.773388962283922e-10,6.124035225642547e-09,2.417409818483108e-08,0.0,0.0,0.0,2.452531993093636e-08,2.700726968659684e-08,3.057885881132753e-08,0.0,0.0,0.0,2.330951998537988e-08,2.5834443523393937e-08,2.9478677032157336e-08
1609,Selenium,"('water', 'surface water')",emission,kilogram,biosphere3,1.0618409622614784e-07,2.574654800281308e-07,2.008759889392476e-06,5.306589552037538e-08,1.2539964311932172e-07,3.3906525034289234e-07,4.592997816726775e-07,9.984261353528554e-07,2.596804728036909e-06,4.6039653475379065e-07,1.0026040237177743e-06,2.604501150615078e-06,5.065043451691086e-07,1.1032454171163262e-06,2.5946886719249003e-06,3.8846478352454274e-07,8.614606252191265e-07,2.615037587149094e-06,2.146710830801025e-07,4.69298098840403e-07,2.5521754701785156e-06,4.964804182254854e-07,5.090234045398658e-07,5.261076478131448e-07,6.513027745242479e-07,6.724198258303844e-07,7.00959671025565e-07,6.118354006004374e-07,6.304786990972466e-07,6.559030035604511e-07
1610,Selenium,"('water',)",emission,kilogram,biosphere3,5.5151435846016785e-14,2.9754624879542337e-13,7.786951927943798e-13,1.7649370290350507e-10,4.1344369572033224e-10,8.548487631322037e-10,1.3406172082427706e-10,3.8789698351765293e-10,7.67808577951114e-10,1.177289379034194e-10,3.793322249933908e-10,7.669835462210256e-10,1.1304243165522406e-10,5.043674149953812e-10,1.2659325869853071e-09,1.5090038845501604e-10,9.686453683118873e-10,1.9147015492416872e-09,1.464074928775726e-09,1.1829706581845587e-08,4.499688467425024e-08,7.316604263067546e-13,7.666937546459461e-13,8.142221583209473e-13,4.186337890123859e-08,4.652888340282671e-08,5.326409957865007e-08,9.316795347005477e-10,1.0042546214551346e-09,1.102653421257978e-09
1611,Silicon,"('water', 'ground-')",emission,kilogram,biosphere3,3.930783808982328e-05,9.650580260602026e-05,0.0001769512444064442,2.6851771022826535e-05,4.7416844758100075e-05,6.0462206315058914e-05,3.5628869385611026e-05,7.682138003438016e-05,0.0001235913653321862,3.544209180899461e-05,7.575819786989307e-05,0.00012114864837014236,3.675724285013506e-05,7.986647389624731e-05,0.0001222624025129985,3.7044640782364005e-05,7.965301621482506e-05,0.00012345680609394082,5.665226510497319e-05,8.885866151326452e-05,0.0001534939749314523,0.0001288182443893793,0.00013443765344150227,0.00014211159285057838,7.614993733632936e-05,7.955166088276514e-05,8.414059789939589e-05,7.51575585282159e-05,7.853877986774991e-05,8.312412686952479e-05
1612,Silicon,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,0.1702833943672819,0.201195391615233,0.2994671668220957,0.16672928670194762,0.1844338886295893,0.20245662745862794,0.17159313611918275,0.21870424846018433,0.3165623760849808,0.17159797211509964,0.21873468737862134,0.3166043850549517,0.1760779647473698,0.2291153846496436,0.31759030038905894,0.16856753014296316,0.213496334841592,0.3209392298605139,0.1724244288195881,0.19669788046698858,0.3295048255947978,0.062488841219951616,0.06535577199937277,0.06923320678669367,0.04990757589091015,0.05231437739300457,0.05556750095893213,0.05424125644569738,0.05677956251276047,0.06022567045471951
1613,Silicon,"('water', 'ocean')",emission,kilogram,biosphere3,9.604784889751785e-09,2.4404109417360516e-08,2.5399671262477736e-08,1.0715407832686735e-08,2.6425538044840534e-08,2.0876998194758876e-08,5.94401773673679e-09,1.6114005171660157e-08,2.002399286243296e-08,6.039293042688862e-09,1.6344625851973966e-08,1.995043195498134e-08,8.22545915424433e-09,2.1009935817093142e-08,2.0513103237724475e-08,6.108126028601142e-09,1.6439572844532247e-08,2.052670070718004e-08,9.159381994337913e-09,2.2703717504759366e-08,1.9661601829741183e-08,2.2835323034611152e-08,2.520391321402108e-08,2.860766834726211e-08,1.8258359140584142e-08,2.0006332606229025e-08,2.2509490744249424e-08,1.9392906031880183e-08,2.1246451066409807e-08,2.390063559569014e-08
1614,Silicon,"('water', 'surface water')",emission,kilogram,biosphere3,0.000352618797866625,0.0003833057421587263,0.003277348202493456,0.0003476399809860498,0.0003627254691042554,0.0030998169167093617,0.0003556433467409592,0.0004295171911761451,0.0033366862009048676,0.0003556800475715566,0.0004298855647940134,0.003337581746077287,0.00036353991167736914,0.00044784308477474166,0.0033387931262838302,0.0003466116678803554,0.00041283991598265043,0.0033416513408764826,0.0003779976895238764,0.0004160570665770042,0.00338297242356975,0.0029737487169769023,0.003100670407014506,0.0032720216323125118,0.002976231401168164,0.003103514034296388,0.0032753886602917516,0.002976671857800115,0.0031036271166009132,0.003275084033644242
1615,"Silver, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,2.834033420941689e-06,3.225046166494966e-06,3.5335874539797482e-06,3.4003730792691904e-06,3.831107431587957e-06,4.259947170155582e-06,2.968353130220178e-06,3.372882189733897e-06,3.7496656352293154e-06,2.982370507285153e-06,3.405581884335174e-06,3.8148624652592185e-06,2.9719548664906257e-06,3.4068499119688863e-06,3.884035702409308e-06,2.9904057695451007e-06,3.4389993537143614e-06,3.870969199728363e-06,7.930608293634543e-05,9.004765065994313e-05,0.0001038114242500532,7.188849655527286e-07,7.512352615298787e-07,7.950320959289787e-07,2.413369035828434e-05,2.5320203663386802e-05,2.6933284475004365e-05,8.8026384125335e-07,9.21982712752228e-07,9.785792261906018e-07
1616,"Silver, ion","('water', 'ocean')",emission,kilogram,biosphere3,1.8694687202757297e-09,1.1650220464129769e-08,4.442301170499011e-08,2.2909935493240364e-10,1.7433321423894616e-09,6.557039576519703e-09,1.687543903344782e-10,1.6289668419922939e-09,6.414502058154003e-09,1.671649624656272e-10,1.5991809943226589e-09,6.357140426980817e-09,1.332641732369028e-10,1.3150743223836753e-09,5.281490620604377e-09,1.5960406334370856e-10,1.3725785319384747e-09,5.3503615307641806e-09,1.4436908343678583e-10,1.228574092822468e-09,4.915471625887127e-09,4.085724154298159e-08,4.541316742597977e-08,5.199637774136729e-08,4.687067584548425e-09,5.2062507814924345e-09,5.9562009835004675e-09,5.148306181702614e-09,5.705538729630546e-09,6.509678607578015e-09
1617,"Silver, ion","('water', 'surface water')",emission,kilogram,biosphere3,6.4086669003986955e-09,3.787016365713328e-08,3.568669026656003e-07,5.654791997955769e-09,4.229643334634079e-08,3.73904959209895e-07,4.275936016258233e-09,4.064413627646215e-08,3.7505754080251697e-07,4.291509621868021e-09,4.005386182936661e-08,3.7386952766528236e-07,3.882412457095226e-09,3.7645065178808246e-08,3.6623117319815064e-07,4.7471813511374695e-09,3.9538512837354276e-08,3.6830921340312267e-07,3.0335242313345377e-09,2.461513936958018e-08,3.128799084578009e-07,3.703542773415083e-07,3.842115014331526e-07,4.0419765089938607e-07,3.3298500781079625e-07,3.432258607898221e-07,3.5801716568512145e-07,3.871474035410252e-07,4.030247249596422e-07,4.259357051554404e-07
1618,"Silver, ion","('water',)",emission,kilogram,biosphere3,5.2022277292776676e-11,2.806641943312627e-10,7.345139095107906e-10,1.6081793119119423e-07,3.1035971643854666e-07,7.023269288210726e-07,1.1235106394279561e-07,2.0923644280580573e-07,5.065129668387865e-07,9.461679166205657e-08,1.9244530699554593e-07,4.89327340901067e-07,9.739917587867733e-08,3.3713094767087656e-07,1.0125233921326182e-06,9.037407882158453e-08,3.217201778600576e-07,1.0139975542382752e-06,1.1429181823310663e-07,3.394468716498984e-07,1.0041163892039093e-06,6.901477814960801e-10,7.231934034391299e-10,7.680251603378629e-10,7.461203398720244e-07,7.962574515208806e-07,8.624924180318724e-07,7.86565031680831e-07,8.371347485680433e-07,9.040585989277635e-07
1619,Silver-110,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,7.869015874387596e-05,0.00017954451664972703,0.00013271226735272503,4.401821217002311e-05,0.0001176011849812561,0.00020086651926667386,0.00109406796899907,0.0023884040658134742,0.0002567036866135,0.0010927555004346858,0.0023837057821269347,0.00024692949936526133,3.384818642854666e-05,9.286847460534087e-05,0.00013798563600589555,0.0011786620722166856,0.0025725332922899146,0.0002658827922051966,0.001375670543263726,0.002991114844573067,0.00027208936528926167,0.00010884600922436702,0.00011354454691395428,0.00011995837933153887,0.00017447729393034643,0.00018156540269668612,0.00019114995025316413,0.00018239564395192216,0.0001902186061742537,0.00020087362636073987
1620,Sodium chlorate,"('water', 'ground-')",emission,kilogram,biosphere3,0.0,0.0,0.0,1.263880622647432e-12,2.9402039714387474e-12,5.562033653275694e-12,1.7139143236404574e-12,4.310554764986834e-12,5.882766019886133e-12,2.1683868752469813e-12,5.193161425990649e-12,6.019508002007098e-12,4.671805917072689e-12,1.0530215953406556e-11,5.892637805843184e-12,3.32653485749406e-12,7.593537907254524e-12,5.737218802940221e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.951867089432678e-12,4.203480456941853e-12,4.5556970442314855e-12
1621,Sodium formate,"('water', 'surface water')",emission,kilogram,biosphere3,4.2601153020833546e-09,8.530941849548895e-09,1.4275899631404806e-08,4.399825420238219e-09,7.976327343325576e-09,1.3052232684827408e-08,3.926724084966533e-09,9.042394169603418e-09,1.5991020253418643e-08,3.932672704273133e-09,9.054659614001927e-09,1.6011882708957693e-08,3.931012986601372e-09,9.127634823054563e-09,1.625667942462912e-08,5.534202437956781e-10,1.0261279654751387e-09,2.305147243586829e-09,5.605073701116258e-10,6.34768102928339e-10,1.4791060465635818e-09,1.0329669987060403e-08,1.0918524313800326e-08,1.1732538427858293e-08,7.786834480914807e-10,9.61123677117623e-10,1.2260179905098863e-09,1.483293971516435e-09,1.7007096236338795e-09,2.0131212159430007e-09
1622,"Sodium, ion","('water', 'ground-, long-term')",emission,kilogram,biosphere3,0.02059562623993117,0.037937396854454866,0.05451471320319788,0.022539146750481652,0.03745181423641984,0.04868993455756178,0.02222210932589919,0.03869630855473617,0.05157222879255675,0.022276602703424943,0.0387378102264377,0.05170970815636472,0.023711966025458848,0.04221328918759981,0.05281117917460858,0.023406133877513877,0.04161750533771931,0.05605507728767447,0.01611090375672872,0.0264050001381118,0.05310899038702668,0.025469999821685955,0.026601237160527473,0.02814531144488654,0.020628677523300786,0.021641953027572693,0.023009224514081203,0.022130869398657233,0.023197308941661055,0.024642813838391085
1623,"Sodium, ion","('water', 'ocean')",emission,kilogram,biosphere3,0.0009539468024143905,0.005961504031809938,0.022734486781706514,0.00020665478390771054,0.0011399853583490933,0.004111107732905165,0.00015559394655138075,0.0010373539733049544,0.004051289425238657,0.00017223550944517525,0.001063059223281157,0.004012668024342696,0.00016464241956200976,0.0009396254734561586,0.0034489009526929636,0.0001363221678131855,0.0008783763095107964,0.003485430872593864,0.00014626975217835484,0.0007421758618337285,0.0032899363444338324,0.02091766177021463,0.023245114919238582,0.026607937747443747,0.002531012578139856,0.002803701172307532,0.0031968373238549876,0.0030680497841178303,0.003397698283500224,0.003872856676954793
1624,"Sodium, ion","('water', 'surface water')",emission,kilogram,biosphere3,0.002283863704051205,0.014023414956843928,0.05249971614578381,0.0021715205329626217,0.01657869851665436,0.06092320351442449,0.0020419943014727835,0.016291939900723865,0.0618282271054805,0.00203883477942505,0.016055037814319842,0.06148287891758568,0.0019267007447434223,0.01580260515452505,0.06044447203450291,0.0020922925312160503,0.016238268994957863,0.0612472972691936,0.0019098866278912019,0.014711531546720833,0.05736484303040679,0.04738091197905366,0.05222811614148255,0.05920315224161684,0.05323569753965509,0.058682863446139356,0.06652243853991098,0.057454878110198664,0.06328209535250624,0.07166505186221177
1625,"Sodium, ion","('water',)",emission,kilogram,biosphere3,4.452222538864023e-05,0.0001496945560992104,0.0003571622933126002,0.0007902114715900859,0.0015257852598983288,0.0034463596413256896,0.0005560150110865255,0.001037323718204018,0.002501702267739271,0.0004698894740426808,0.0009557908851956598,0.0024183967235848944,0.0004846404890030555,0.0016621248773425145,0.004962155616238394,0.00044808233771847475,0.0015829077078385035,0.004956212316579104,0.0005743081731416596,0.0017072400370497147,0.005021036786207601,0.00031033510856088366,0.00032449799229840976,0.0003439056421433733,0.003737397659073804,0.003996357527020853,0.004339539770911881,0.0038383031912722562,0.004085391431049782,0.004412504750278048
1626,Sodium-24,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,1.2657898689284548e-07,2.7976616821273703e-07,6.856942732532191e-07,7.62109667449395e-06,1.695970971904814e-05,4.689666097883823e-06,2.7825459315621706e-06,6.529531622963508e-06,6.002669547379577e-06,2.7650391725119734e-06,6.455912088185188e-06,5.828660108993639e-06,5.83346001083278e-07,1.8905038455233427e-06,6.381065742836434e-06,3.025783244157318e-06,7.101229629742667e-06,6.244221792419428e-06,3.4742480054728397e-06,7.934596194742293e-06,6.115105915015509e-06,5.544065012709521e-07,5.779767377951686e-07,6.101207592891218e-07,3.2837928186208538e-06,3.4178023284432495e-06,3.598729014469326e-06,3.5124283272798656e-06,3.6612999011046682e-06,3.863712586407963e-06
1627,"Solids, inorganic","('water', 'ocean')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4477103652481433e-28,4.57439319173697e-27,1.2651686403012633e-26,2.200372304503836e-25,3.368808761076413e-24,9.261526531430656e-24,0.0,0.0,0.0,9.291046292073426e-24,9.700640683744885e-24,1.0249621430720575e-23,1.2772917685374577e-26,1.332546130618049e-26,1.4066514154854215e-26
1628,"Solids, inorganic","('water', 'surface water')",emission,kilogram,biosphere3,6.0225050566777714e-05,0.016236196588368532,0.03545094969322613,6.734458217306309e-05,0.014032925270415525,0.030590383204570155,6.28987864976496e-05,0.01872471747616244,0.040727985537878514,6.350222284063734e-05,0.018725695548565457,0.04072861717775662,5.846516038830432e-05,0.018644210445882225,0.04060845374341804,5.73812835416957e-05,0.01737277603379192,0.03780749576998635,6.878303056896947e-05,0.01738427762978963,0.037823328147691265,0.037811944256769335,0.03940137199474527,0.041547192699165056,0.04030601683565213,0.04200840728122093,0.04430622108747873,0.040303168053559234,0.042003704903231846,0.04429924310970524
1629,"Solids, inorganic","('water',)",emission,kilogram,biosphere3,0.0,0.0,0.0,9.756964864079948e-12,4.630025673834783e-11,2.546598958578173e-10,8.581064354182824e-12,4.4724681677872763e-11,2.528298276340984e-10,8.79742561363786e-12,4.5703780465297016e-11,2.5898057669544444e-10,9.51793712424622e-12,4.773087899145617e-11,2.6445775617599633e-10,9.45223398110376e-12,4.7425436547265136e-11,2.6453546754359244e-10,7.348602222618218e-07,2.4774439418413937e-06,5.063011159982416e-06,0.0,0.0,0.0,4.112583863022445e-06,4.494263836664205e-06,5.038608462420891e-06,6.820899916312494e-11,2.718382127111266e-10,5.258262252205625e-10
1630,Strontium,"('water', 'ground-')",emission,kilogram,biosphere3,1.1326566503565044e-05,2.1762494763517403e-05,4.144365245666272e-05,1.3362021811339934e-05,2.4010108018802354e-05,4.116848050983996e-05,1.3218115210663073e-05,2.448720743711398e-05,4.186787423218217e-05,1.3244867137758507e-05,2.452964345326176e-05,4.1912968600830294e-05,1.454780032094094e-05,2.746828580470835e-05,4.243665788879511e-05,1.2703932651670281e-05,2.343879200247756e-05,4.378798234421927e-05,5.811869258768719e-06,1.102116025429969e-05,3.942535654494717e-05,1.1175804735431901e-05,1.1650775565684991e-05,1.2298428705040392e-05,9.424043523992255e-06,9.891886363328926e-06,1.0519947991810024e-05,1.0920871524768158e-05,1.145887150996875e-05,1.2185297884933215e-05
1631,Strontium,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,0.0011369227255075636,0.0017680248059597603,0.0024645655244240356,0.0012846599020058175,0.00183092709208687,0.0022632458852128974,0.0012452287364978663,0.00188619538442361,0.0024951024935976666,0.0012487489007022208,0.0018917007609111046,0.0025031827080810535,0.0013016394231262266,0.002022208354692696,0.002549215321430622,0.001289641761694048,0.0019841084901045954,0.002664747966186919,0.0011504639381615732,0.001573999765493229,0.0026916418175510683,0.0009565241998499078,0.0009982519139416057,0.0010551316117481265,0.0008312893377771982,0.0008712935706081594,0.0009252621100772194,0.0008614240724892451,0.0009020935105611623,0.0009571933652277787
1632,Strontium,"('water', 'ocean')",emission,kilogram,biosphere3,5.653331692726349e-06,3.526959356947645e-05,0.00013449194226164378,8.220596042069374e-07,5.733676255264559e-06,2.1354572254984683e-05,6.101240932368945e-07,5.32509582196325e-06,2.0928309645723437e-05,6.257710877224403e-07,5.280350587641202e-06,2.0735536699371123e-05,5.340703318040993e-07,4.442189670518795e-06,1.744959161792803e-05,5.651719000856235e-07,4.510702202578935e-06,1.766552542146296e-05,5.231996957291588e-07,3.841243556331683e-06,1.5758425449441794e-05,0.0001237152668649867,0.0001374987703917047,0.00015741493382816143,1.4289189802851763e-05,1.5862666265517734e-05,1.8134601996091102e-05,1.665215268183394e-05,1.8451619250025756e-05,2.1047759342028373e-05
1633,Strontium,"('water', 'surface water')",emission,kilogram,biosphere3,1.225892172815879e-05,7.158929813985386e-05,0.00026931057346176086,1.1405858051883979e-05,8.669142213780262e-05,0.0003260257672426491,8.881688213270076e-06,8.487587607492567e-05,0.00033389849207520996,8.799179506184287e-06,8.333114378516552e-05,0.00033092227941697815,8.043694944985673e-06,7.830325558189413e-05,0.0003138952479667214,9.574594897711308e-06,8.164147325296426e-05,0.00031799703673147635,8.606219084157608e-06,7.283943278842021e-05,0.0002915627511290449,0.0002464637302454447,0.00027372700262823967,0.00031310835171801375,0.00027753448805933585,0.0003082681315449682,0.0003526614802618435,0.000305471908382106,0.00033852591301140823,0.00038622523722358216
1634,Strontium,"('water',)",emission,kilogram,biosphere3,1.3533613960250071e-09,7.301489077544484e-09,1.910840572924396e-08,4.1836832506958065e-06,8.074005006095894e-06,1.8271041779208116e-05,2.922814455604163e-06,5.4432657034818904e-06,1.317691428914307e-05,2.461456310759499e-06,5.0064421518294555e-06,1.2729826693405002e-05,2.5338414344608142e-06,8.77044912151369e-06,2.6340800319500567e-05,2.351075675445655e-06,8.36945671909062e-06,2.6379042062499757e-05,2.9732951053281722e-06,8.830616278301604e-06,2.6121980984892527e-05,1.7954219328480022e-08,1.8813902370622413e-08,1.9980202137130335e-08,1.9410330860522582e-05,2.0714646418013188e-05,2.2437746815350296e-05,2.0462501325639247e-05,2.177807115472172e-05,2.351909293278497e-05
1635,Strontium-89,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,2.722864746299811e-06,6.0195591423782495e-06,2.5882454336610376e-06,3.4364393538363533e-06,7.976647690058241e-06,5.262150716185504e-06,2.2297206629530984e-05,4.8776450281011535e-05,6.838415196601275e-06,2.2267541961045488e-05,4.8669957173748855e-05,6.6089973528488866e-06,5.64957755754259e-07,1.7574639829826814e-06,4.5787248544792144e-06,2.3927512165949554e-05,5.234431772861602e-05,7.1206517976117075e-06,2.7993043879671067e-05,6.0951471938026534e-05,7.240569398687535e-06,2.047611002306424e-06,2.1365078911028685e-06,2.2579059487418844e-06,4.331358416235719e-06,4.508578099610693e-06,4.748151586281472e-06,4.524947935026623e-06,4.719606145568212e-06,4.984646590799793e-06
1636,Strontium-90,"('water', 'ocean')",emission,kilo Becquerel,biosphere3,0.0010842746000451838,0.0025374453078495663,0.0014623890764844554,0.00017195343030303954,0.00040102141876289604,0.00027791347114106433,0.0002161034824435762,0.0004981485136169012,0.00028279921967454063,0.00021496706610876082,0.0004931210363307651,0.0002719698058670075,8.629224723737518e-05,0.00022235239044031987,0.0002613708287017539,0.00025432244078246773,0.0005812554587906653,0.00025072731011899126,0.0002767137488940119,0.0006217971618213537,0.00023665335102153654,0.0012316802822186445,0.0012853894774827815,0.0013587514120692611,0.00016551828540960304,0.00017210380730543493,0.00018098902551620365,0.00018410146701416277,0.0001917487345732325,0.00020214381498119872
1637,Strontium-90,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.011589171222240492,0.03906983376900451,0.09074851931248863,0.0011772176579013909,0.007875183262097156,0.028177120050889893,0.0013854186697478694,0.006712517645727179,0.018932396408693958,0.001244221549755491,0.005922757600935979,0.017278814442408773,0.002459262884412979,0.009552170549641264,0.021957939933951197,0.002048622477064539,0.007636844378277377,0.01532723045623249,0.0013889809640862817,0.005506325262567307,0.012290072420391348,0.07940684388767195,0.08285039837815399,0.08755197386293466,0.012130342248935229,0.012572728238383294,0.013169085016774267,0.015197857874570073,0.01578530257488447,0.01658323043068365
1638,Sulfate,"('water', 'ground-')",emission,kilogram,biosphere3,0.0423136244443778,0.051615732583869596,0.0625400545068038,0.04994846324576388,0.05841955514156867,0.06824941496775153,0.044522233357684404,0.05374471053597561,0.06374691262893951,0.044707400435624794,0.054140720229050705,0.06452009489623475,0.0449115033122292,0.05500650205807496,0.0656840140057109,0.044897538492915307,0.054810368431972116,0.06566213558487939,0.00580370488487515,0.008898726847692556,0.016372702960213047,0.0174540915088258,0.0182245407945105,0.019271649275669406,0.006186623388965203,0.00646918393148009,0.006849836845896096,0.017608951038639457,0.018432257797709798,0.01954880496580227
1639,Sulfate,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,0.3485911690393038,0.5009687607270812,0.6323933776663515,0.40047515002853334,0.5337149115631888,0.635827265684285,0.3677341582608544,0.5119605684698523,0.6169653525070863,0.3709821357586924,0.5187368634040532,0.6261785477643078,0.38050514880886654,0.5438623652931589,0.6395121184244514,0.38277261492464204,0.5480408586523783,0.658717269629162,0.055311082284047235,0.12460484574520729,0.283562350523302,0.23728880040713624,0.24772769792006094,0.2619463619973987,0.12533807475677702,0.1312805314457044,0.139265688882023,0.21738625405830161,0.22764118736027875,0.24153100810733852
1640,Sulfate,"('water', 'ocean')",emission,kilogram,biosphere3,0.00033218990297544776,0.00047021371422639144,0.0012943675606486456,0.00011945983602094673,0.00023167497327515908,0.0005959294586888415,0.0001073373893910225,0.00021144949550992834,0.0005987418157103934,0.00011138344571125775,0.0002205137207959692,0.0006007830350248727,0.00011328351042726333,0.0002236392972658838,0.0005881593295679286,0.00010305303591314169,0.00020149581929589013,0.0005891957651302693,0.00011700084847409182,0.00014724417306066502,0.00039979765216775645,0.000990127342609588,0.0010576825475957872,0.0011526881994506366,0.0001370100043427024,0.00015042957265189549,0.00016921221987431907,0.0004185197913980212,0.000463281708297937,0.0005275966258951683
1641,Sulfate,"('water', 'surface water')",emission,kilogram,biosphere3,0.03700631098648739,0.04433716658096204,0.05558168532910771,0.043930892330395,0.05078423470615576,0.061032237105125266,0.03842797710532147,0.043755767463628296,0.05117188355330273,0.03992588522477109,0.047194098311078014,0.055291025580727224,0.039988967188550974,0.048485363477177475,0.05908065174682751,0.041811740778627614,0.052466608159436504,0.05899549021231716,0.04787996566771086,0.05706229005370807,0.06868762469519382,0.01880687292326134,0.019636875505303696,0.02074084073397681,0.019474104797234208,0.02032858893432723,0.021469465675914352,0.0188458098286158,0.0196701792330204,0.020769788145594992
